,,,,Palsa,,,,,,,,,Fen,,Wind,Palsa,,,,,,,,,Fen,,Palsa,,,,,,,,,Fen,,,Insolation,
1,1/8/1990,1990,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/9/1990,1990,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/10/1990,1990,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/11/1990,1990,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/12/1990,1990,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/13/1990,1990,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/14/1990,1990,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/15/1990,1990,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/16/1990,1990,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/17/1990,1990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/18/1990,1990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/19/1990,1990,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/20/1990,1990,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/21/1990,1990,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/22/1990,1990,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/23/1990,1990,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/24/1990,1990,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/25/1990,1990,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/26/1990,1990,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/27/1990,1990,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/28/1990,1990,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/29/1990,1990,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/30/1990,1990,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1/31/1990,1990,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/1/1990,1990,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/2/1990,1990,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/3/1990,1990,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/4/1990,1990,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/5/1990,1990,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/6/1990,1990,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/7/1990,1990,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/8/1990,1990,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/9/1990,1990,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/10/1990,1990,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/11/1990,1990,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/12/1990,1990,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/13/1990,1990,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/14/1990,1990,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/15/1990,1990,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/16/1990,1990,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/17/1990,1990,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/18/1990,1990,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/19/1990,1990,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/20/1990,1990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/21/1990,1990,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/22/1990,1990,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/23/1990,1990,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/24/1990,1990,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/25/1990,1990,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/26/1990,1990,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/27/1990,1990,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/28/1990,1990,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/1/1990,1990,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/2/1990,1990,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/3/1990,1990,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/4/1990,1990,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/5/1990,1990,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/6/1990,1990,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/7/1990,1990,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/8/1990,1990,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/9/1990,1990,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/10/1990,1990,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/11/1990,1990,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/12/1990,1990,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/13/1990,1990,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/14/1990,1990,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/15/1990,1990,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/16/1990,1990,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/17/1990,1990,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/18/1990,1990,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/19/1990,1990,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/20/1990,1990,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/21/1990,1990,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/22/1990,1990,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/23/1990,1990,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/24/1990,1990,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/25/1990,1990,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/26/1990,1990,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/27/1990,1990,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/28/1990,1990,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/29/1990,1990,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/30/1990,1990,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3/31/1990,1990,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/1/1990,1990,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/2/1990,1990,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/3/1990,1990,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/4/1990,1990,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/5/1990,1990,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/6/1990,1990,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/7/1990,1990,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/8/1990,1990,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/9/1990,1990,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/10/1990,1990,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/11/1990,1990,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/12/1990,1990,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/13/1990,1990,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/14/1990,1990,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/15/1990,1990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/16/1990,1990,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/17/1990,1990,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/18/1990,1990,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/19/1990,1990,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/20/1990,1990,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/21/1990,1990,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/22/1990,1990,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/23/1990,1990,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/24/1990,1990,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/25/1990,1990,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/26/1990,1990,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/27/1990,1990,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/28/1990,1990,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/29/1990,1990,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4/30/1990,1990,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/1/1990,1990,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/2/1990,1990,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/3/1990,1990,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/4/1990,1990,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/5/1990,1990,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/6/1990,1990,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/7/1990,1990,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/8/1990,1990,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/9/1990,1990,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/10/1990,1990,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/11/1990,1990,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/12/1990,1990,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/13/1990,1990,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/14/1990,1990,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/15/1990,1990,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/16/1990,1990,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/17/1990,1990,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/18/1990,1990,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/19/1990,1990,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/20/1990,1990,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/21/1990,1990,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/22/1990,1990,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/23/1990,1990,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/24/1990,1990,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/25/1990,1990,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/26/1990,1990,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/27/1990,1990,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/28/1990,1990,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/29/1990,1990,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/30/1990,1990,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5/31/1990,1990,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/1/1990,1990,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/2/1990,1990,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/3/1990,1990,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/4/1990,1990,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/5/1990,1990,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/6/1990,1990,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/7/1990,1990,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/8/1990,1990,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/9/1990,1990,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/10/1990,1990,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/11/1990,1990,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/12/1990,1990,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/13/1990,1990,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/14/1990,1990,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/15/1990,1990,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/16/1990,1990,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/17/1990,1990,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/18/1990,1990,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/19/1990,1990,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/20/1990,1990,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/21/1990,1990,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/22/1990,1990,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/23/1990,1990,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/24/1990,1990,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/25/1990,1990,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/26/1990,1990,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/27/1990,1990,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/28/1990,1990,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/29/1990,1990,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6/30/1990,1990,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/1/1990,1990,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/2/1990,1990,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/3/1990,1990,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/4/1990,1990,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/5/1990,1990,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/6/1990,1990,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/7/1990,1990,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/8/1990,1990,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/9/1990,1990,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/10/1990,1990,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/11/1990,1990,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/12/1990,1990,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/13/1990,1990,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/14/1990,1990,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/15/1990,1990,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/16/1990,1990,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/17/1990,1990,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/18/1990,1990,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/19/1990,1990,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/20/1990,1990,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/21/1990,1990,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/22/1990,1990,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/23/1990,1990,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/24/1990,1990,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7/25/1990,1990,206,,,,,,,,,,,,,14.79,11.76,11.39,11.1,1.307,1.315,1.048,1.307,1.342,14.84,2.551,8.84,8.31,8.43,8.41,-2.235,-2.284,-1.822,-1.49,-1.726,11.63,-0.776,0,,
7,7/26/1990,1990,207,9.82,9.5,8.56,8.04,-0.668,-0.689,-0.64,-0.454,-0.645,10.05,0.671,3.549,12.89,11.39,10.07,9.31,0.655,0.671,0.516,0.662,0.544,11.42,1.921,7.24,6.792,6.986,6.332,-2.87,-2.934,-2.61,-2.353,-2.662,7.54,-1.445,0,796,0.796
7,7/27/1990,1990,208,9.06,8.17,7.35,6.977,-0.854,-0.882,-0.863,-0.684,-0.876,9.61,0.504,2.906,14.71,13.18,12.08,11.28,1.253,1.262,0.956,1.126,1.063,12.54,2.556,6.066,5.447,4.521,4.064,-4.745,-4.82,-4.177,-3.869,-4.335,6.653,-3.099,0,1182,1.182
7,7/28/1990,1990,209,10.65,9.1,8.09,7.57,-1.178,-1.221,-1.197,-1.006,-1.202,9.31,0.228,1.607,17.04,13.11,11.19,10.53,0.265,0.265,0.111,0.237,0.069,10.99,1.581,3.283,3.839,3.339,3.102,-4.397,-4.529,-4.139,-3.881,-4.162,6.119,-2.851,0,1217,1.217
7,7/29/1990,1990,210,12.06,9.96,9.03,8.6,-0.728,-0.814,-0.818,-0.627,-0.824,9.57,0.659,2.335,16.58,12.84,11.6,11.26,1.491,1.469,1.185,1.367,1.185,11.85,2.814,4.968,6.592,5.514,5.109,-3.377,-3.469,-3.274,-3.011,-3.283,7.28,-1.847,0,941,0.941
7,7/30/1990,1990,211,8.32,8.55,7.93,7.58,-0.77,-0.806,-0.772,-0.622,-0.833,8.6,0.678,1.144,13.78,12.71,11.56,10.94,1.437,1.459,1.174,1.34,1.11,11.78,2.762,0.817,2.471,2.983,3.166,-2.248,-2.299,-2.02,-1.815,-2.119,7.11,-0.67,0,663.7,0.6637
7,7/31/1990,1990,212,9.07,8.23,7.78,7.57,-0.758,-0.824,-0.78,-0.63,-0.801,8.85,0.747,3.567,12.59,9.82,9.74,9.67,0.58,0.541,0.4,0.499,0.367,11.66,1.979,5.496,6.398,6.317,5.906,-2.855,-2.981,-2.649,-2.417,-2.685,6.463,-1.23,0,1348,1.348
8,8/1/1990,1990,213,7.24,8.38,7.85,7.44,-0.813,-0.91,-0.867,-0.705,-0.893,9.23,0.687,1.733,11.82,12.17,11.34,10.53,0.807,0.777,0.611,0.786,0.618,10.91,2.322,4.51,5.349,5.308,5.095,-4.76,-5.067,-4.506,-4.227,-4.618,6.063,-3.161,0.762,956,0.956
8,8/2/1990,1990,214,7.4,8.23,7.75,7.43,-0.758,-0.852,-0.783,-0.619,-0.825,9.03,0.791,1.896,12.79,11.47,10.64,10.19,1.168,1.147,0.943,1.147,0.9,11.39,2.654,4.869,5.606,5.558,5.469,-3.948,-4.086,-3.657,-3.416,-3.725,6.395,-2.204,0.508,1184,1.184
8,8/3/1990,1990,215,8.8,7.71,7.2,6.878,-0.998,-1.129,-1.017,-0.87,-1.091,9.52,0.549,2.586,15.35,11.34,10.65,10.81,2.031,2.021,1.766,1.97,1.697,13.41,3.512,3.98,5.069,5.12,4.639,-4.384,-4.703,-4.291,-4.07,-4.276,6.546,-2.731,0.508,1542,1.542
8,8/4/1990,1990,216,7.3,7.33,6.941,6.695,-0.668,-0.745,-0.732,-0.596,-0.81,9.08,0.878,1.386,13.09,11.51,10.46,9.74,1.584,1.584,1.324,1.528,1.214,12.69,3.06,1.652,2.812,3.183,3.375,-3.532,-3.68,-3.179,-2.958,-3.326,6.087,-1.781,2.286,560.9,0.5609
8,8/5/1990,1990,217,11.21,9.46,8.73,8.21,-1.306,-1.421,-1.333,-1.139,-1.365,8.21,0.327,1.352,18.66,13.84,12.7,12.27,1.397,1.397,1.094,1.324,1.042,11.83,2.924,3.827,5.092,5.186,4.841,-4.457,-4.638,-4.149,-3.84,-4.201,5.347,-2.605,0.254,1343,1.343
8,8/6/1990,1990,218,11.08,10.65,9.88,9.19,-0.756,-0.817,-0.764,-0.69,-0.899,8.73,0.747,1.656,15.55,13.02,11.19,10.65,0.324,0.334,0.268,0.351,0.3,9.87,1.707,8.01,6.563,4.454,2.472,-6.535,-6.751,-5.559,-5.455,-5.914,3.514,-4.654,4.318,442.5,0.4425
8,8/7/1990,1990,219,7.46,8.06,7.88,7.74,-0.329,-0.436,-0.418,-0.034,-0.161,8,1.2,1.542,10.72,9.55,8.9,8.99,1.41,1.364,1.243,1.588,1.346,9.92,2.949,1.197,4.744,6.212,6.698,-1.563,-1.694,-1.585,-1.116,-1.394,7.05,0.091,2.032,721,0.721
8,8/8/1990,1990,220,6.563,6.648,6.327,6.135,-0.945,-1.017,-0.997,-0.634,-0.966,6.57,0.699,1.191,14.17,11.57,11.05,10.61,1.268,1.226,1.094,1.421,1.175,9.44,2.797,-1.964,0.423,1.057,1.572,-3.974,-4.15,-4.15,-3.671,-3.929,3.713,-2.194,0.254,1171,1.171
8,8/9/1990,1990,221,7.96,7.76,7.39,7.14,-0.726,-0.798,-0.782,-0.513,-0.8,7.21,0.946,1.277,13.93,11.31,10.24,9.64,1.095,1.083,0.91,1.191,0.891,8.79,2.663,0.158,2.18,2.758,2.96,-2.816,-2.963,-2.75,-2.412,-2.772,5.286,-1.063,0.254,836,0.836
